trial;date;temp_moy;tem_min;temp_max;precip_day;ETP_day;rayon_day
PRE14;19/02/2014;7.4;4;10.5;0.4;1;393.6
PRE14;20/02/2014;9.3;7.7;11.1;6.3;0.6;176.1
PRE14;21/02/2014;6.1;5.6;6.7;1.8;1.2;625.7
PRE14;22/02/2014;6.6;4.5;9.5;0;1.6;908.9
PRE14;23/02/2014;8.4;4.9;12;0;1.2;747.3
PRE14;24/02/2014;8.9;5.5;11.9;0.1;1.5;865.5
PRE14;25/02/2014;8.2;7.1;11.5;5.2;1.7;650.7
PRE14;26/02/2014;6.3;3.2;9.9;0.1;1.5;974.9
PRE14;27/02/2014;5.2;3.6;7.2;4.4;0.7;220
PRE14;28/02/2014;4.3;3.2;5.8;10.7;0.4;184.8
PRE14;01/03/2014;4.6;4.1;6.1;2.5;0.4;210.9
PRE14;02/03/2014;5.3;0.2;9.6;5;1.5;973.7
PRE14;03/03/2014;6.5;5.5;8.9;3.4;1.6;616.1
PRE14;04/03/2014;5.2;2.2;9.1;0.2;1;492
PRE14;05/03/2014;6;0.5;11.8;0;1.6;1017.4
PRE14;06/03/2014;6.7;0.4;12.6;0;1.9;1270.9
PRE14;07/03/2014;8.4;3.7;13.6;0;1.7;930.1
PRE14;08/03/2014;9.8;3.6;15.7;0;2.4;1367.3
PRE14;09/03/2014;10.7;2.9;17.3;0;2.9;1597.4
PRE14;10/03/2014;9.2;2.3;17.6;0;2.8;1443
PRE14;11/03/2014;9.3;7.7;11.1;0;1.5;807.4
PRE14;12/03/2014;9.7;2.8;15;0.1;2.1;1586.7
PRE14;13/03/2014;8.2;1.6;13.5;0.2;1.9;1511.8
PRE14;14/03/2014;8;1.7;12.4;0;1.7;1451.9
PRE14;15/03/2014;10;7.5;12;0;1.9;708.5
PRE14;16/03/2014;11.3;7;15.7;0;2.5;1581.7
PRE14;17/03/2014;10.3;8.2;13.1;0;1.7;730.5
PRE14;18/03/2014;9.6;8.9;10;0;1.5;238.9
PRE14;19/03/2014;10.5;6.3;14.8;0;2.2;1485.4
PRE14;20/03/2014;12.9;7.1;18.2;4.6;3.1;1675.4
PRE14;21/03/2014;8.8;8.2;9.8;7.6;1.8;936.9
PRE14;22/03/2014;6;5.7;7.1;3.6;1.5;816.7
PRE14;23/03/2014;5.8;2.6;10.4;1.9;1.6;645
PRE14;24/03/2014;5.9;1.9;10.4;0;2;1415.6
PRE14;25/03/2014;6.6;1;11.1;0;2.4;1358.3
PRE14;26/03/2014;5.5;2.2;9.2;1;1.9;951.5
PRE14;27/03/2014;5.9;-0.3;10.4;0.4;1.8;1374.9
PRE14;28/03/2014;8.6;0.9;14.2;0;1.5;1132.2
PRE14;29/03/2014;11.9;3.6;18.6;0;3.1;1709.6
PRE14;30/03/2014;13.6;7.8;19.5;0;2.6;1485.8
PRE14;31/03/2014;14.5;7.6;20.5;0;2.5;1456.4
PRE14;01/04/2014;14.6;8.9;20;0;2.7;1501.7
PRE14;02/04/2014;15;8.4;19.9;0;2.3;1503.5
PRE14;03/04/2014;15.3;11.4;19.6;0;2;659.4
PRE14;04/04/2014;11.8;11.2;13.8;0;1.3;383.5
PRE14;05/04/2014;12.6;6;17.3;0;3.1;1774.5
PRE14;06/04/2014;14.8;11.8;17.6;0.5;1.4;475.3
PRE14;07/04/2014;15.5;13.6;21;7.2;3.7;1203.7
PRE14;08/04/2014;9.7;8.1;12;0.5;2.9;1514.2
PRE14;09/04/2014;9.5;3.6;13.8;0;2.6;1576.3
PRE14;10/04/2014;10.1;4.4;14.7;0;2.3;1504.7
PRE14;11/04/2014;10.3;5.1;14.8;0;2.1;1090
PRE14;12/04/2014;10.6;6.5;14.8;0;2.5;1586.8
PRE14;13/04/2014;11.1;7.7;14.3;0;2;671.7
PRE14;14/04/2014;8.8;7.4;12;0;2.9;1817.8
PRE14;15/04/2014;7.5;4.6;11.1;0;3.1;1864.2
PRE14;16/04/2014;9.3;4.1;14.4;0;3.1;2267
PRE14;17/04/2014;11.8;5.4;17.5;0;4;2103.7
PRE14;18/04/2014;9.9;9;12.1;0;3.5;1297.4
PRE14;19/04/2014;10.9;6.7;13.4;0;3.2;1698.5
PRE14;20/04/2014;14.3;11.5;17.2;1.2;2.3;661.9
PRE14;21/04/2014;12.9;9.6;19.6;17.1;3.3;1607.5
PRE14;22/04/2014;13.3;9.7;16.6;6.3;2.7;1474.7
PRE14;23/04/2014;13.4;6.8;18.1;0;2.1;1439.7
PRE14;24/04/2014;14;11.3;16.2;2.3;1.2;757.1
PRE14;25/04/2014;13.8;12.3;18.4;0.6;1.8;756.6
PRE14;26/04/2014;10.3;8.1;11.9;2.2;1.1;678.9
PRE14;27/04/2014;10.8;7.6;13.5;0.3;1.8;1118.1
PRE14;28/04/2014;12.2;8.2;15.9;0;2.2;1291.7
PRE14;29/04/2014;13.1;10.3;16.7;0.6;1.7;977.1
PRE14;30/04/2014;12.9;10;15.9;0;3;2006.8
PRE14;01/05/2014;13;8.9;19;3.9;3;1392.5
PRE14;02/05/2014;11.9;11.5;14.4;0;2.4;644.6
PRE14;03/05/2014;9.8;7.7;12.6;0;3.7;2090
PRE14;04/05/2014;10.6;5.7;15;0;3.7;2580.8
PRE14;05/05/2014;13.9;7.5;18.9;0;3.6;2291.8
PRE14;06/05/2014;14.3;11.9;19.2;7.2;3.3;1206.8
PRE14;07/05/2014;12.6;10.3;14.8;1.1;3.1;1367.5
PRE14;08/05/2014;12.3;10.7;13.9;8.9;1.5;349.4
PRE14;09/05/2014;13;12;14.5;2;2.8;1111.1
PRE14;10/05/2014;11.8;10;13.3;7.5;1.6;489.2
PRE14;11/05/2014;11.2;9.4;13.8;1.6;3.6;1666.2
PRE14;12/05/2014;11.6;8.9;15.3;2.4;3.4;1698.5
PRE14;13/05/2014;10.9;8;13.6;5.6;1.7;956.7
PRE14;14/05/2014;11.1;6.5;16.5;0.2;3.6;2084.4
PRE14;15/05/2014;11.9;7.3;15.3;0;4.3;2824.5
PRE14;16/05/2014;13.9;8.4;17.9;0;4.5;2759.4
PRE14;17/05/2014;16;10.6;20.6;0;4.8;2773.6
PRE14;18/05/2014;17.9;13.2;22.3;0;5;2723.6
PRE14;19/05/2014;19.6;13.9;24.6;0;5.6;2582.1
PRE14;20/05/2014;17.8;15.7;24;12.2;5;1759.7
PRE14;21/05/2014;15.5;13.4;17.6;8.3;1.3;575.2
PRE14;22/05/2014;15.8;13.1;19.7;3.6;3.1;1529.8
PRE14;23/05/2014;14.4;11.2;17.9;10.8;3;1858.5
PRE14;24/05/2014;13.6;12;15.6;2.6;2.9;1627.8
PRE14;25/05/2014;14.8;10.4;18;0;3;1895.8
PRE14;26/05/2014;15.2;13.6;18.2;11.3;2;955.9
PRE14;27/05/2014;13.7;13.6;14.4;0.6;1.1;413.2
PRE14;28/05/2014;13.5;12.8;14.5;0;1.5;537.4
PRE14;29/05/2014;15.3;12.8;17.5;0;2.6;1410.8
PRE14;30/05/2014;14.7;12.1;17.3;0;3.3;1718.4
PRE14;31/05/2014;14.6;11.7;18;0;4.6;2552.3
PRE14;01/06/2014;14.4;10.3;18.1;0.1;3.5;2006.2
PRE14;02/06/2014;14.9;10.3;18.8;0.1;3.1;1770.8
PRE14;03/06/2014;16;13.1;20.1;5.4;2.4;1089
PRE14;04/06/2014;13;12;15.6;13.6;1.9;973.7
PRE14;05/06/2014;13.4;8.6;17.6;0;2.9;1550.9
PRE14;06/06/2014;18.6;8.9;24.5;0;4.5;2806.7
PRE14;07/06/2014;22;17.8;26.3;0.6;3.9;1718.6
PRE14;08/06/2014;21;16.1;24.9;0;4.3;2103.7
PRE14;09/06/2014;20.9;19;22.4;16.9;2.9;1455.4
PRE14;10/06/2014;18.2;18;20.5;3.8;2.1;808.4
PRE14;11/06/2014;18;13.7;21.4;0;4.7;2434.8
PRE14;12/06/2014;18.6;13.7;22.1;0;5.3;2875.3
PRE14;13/06/2014;18.5;15.1;22.4;0;4.7;2320.9
PRE14;14/06/2014;16.3;14.6;19.6;0;4.3;2027.6
PRE14;15/06/2014;15.3;12.3;17.4;0;2.9;1361
PRE14;16/06/2014;14.5;12.1;15.9;0.1;2.3;876.7
PRE14;17/06/2014;15.2;13.7;17.2;0;2.9;805
PRE14;18/06/2014;15.7;13.5;18.5;0;3.2;1168
PRE14;19/06/2014;15.8;13.2;19.1;0;4.1;1943.7
PRE14;20/06/2014;15;12.8;17.4;0;3.8;1841.9
PRE14;21/06/2014;17;10.6;21.6;0;4.5;2749.1
PRE14;22/06/2014;18.2;14;22.3;0;4.9;2420.6
PRE14;23/06/2014;18.1;14.7;21.6;0;5.3;2756.5
PRE14;24/06/2014;19.2;14.7;23.6;0;4.8;2248.7
PRE14;25/06/2014;16.3;14.5;18.3;0;5;2312.1
PRE14;26/06/2014;18;13.1;21.5;0;3.7;2018.3
PRE14;27/06/2014;17.6;16.7;20.7;8.3;2.9;1188.4
PRE14;28/06/2014;16.1;14.5;19.8;5.2;2;878.4
PRE14;29/06/2014;14.7;13.3;17.2;3.2;2.3;1060.7
PRE14;30/06/2014;15.5;11.1;18.7;1;2.5;1285.1
PRE14;01/07/2014;16.1;12.9;19.4;0;4.9;2708.2
PRE14;02/07/2014;17.2;12;21.2;0;5.1;2948.5
PRE14;03/07/2014;20.5;14.4;25.8;0;5.7;2834.9
PRE14;04/07/2014;20.8;16;24;1.6;2.6;1270.6
PRE14;05/07/2014;18.5;17.2;19.7;4.7;1.3;471
PRE14;06/07/2014;16.6;16.4;18;12.5;1.7;667.6
PRE14;07/07/2014;16.9;12.1;20;4.9;3;1949.1
PRE14;08/07/2014;16.1;14.3;17.7;7.1;1.1;699.6
PRE14;09/07/2014;14.5;14.1;16.1;23.2;1.3;460.4
PRE14;10/07/2014;16.3;14.6;17.2;9.1;0.7;474.7
PRE14;11/07/2014;16.4;15.3;17.3;1.4;0.9;385.4
PRE14;12/07/2014;17.6;15;19.8;0;1.6;532.9
PRE14;13/07/2014;18.2;16.3;19.6;2.3;1.8;519.8
PRE14;14/07/2014;18.4;16.3;21.7;0;5.1;2309
PRE14;15/07/2014;18.4;13.4;22.6;0.2;1.9;806.2
PRE14;16/07/2014;21;15.7;26.4;0;5.6;2696.5
PRE14;17/07/2014;23;17.4;27.7;0;5;2412.9
PRE14;18/07/2014;26.7;20.9;32.2;0.2;5.9;2555.2
PRE14;19/07/2014;24.1;22.4;27.6;8;3.7;1476
PRE14;20/07/2014;19.7;18.1;21.4;1.7;2;783.2
PRE14;21/07/2014;19.7;18.6;21.6;0.6;2.2;575.7
PRE14;22/07/2014;20.2;17.8;23;0.1;1.9;682.4
PRE14;23/07/2014;23.9;17.5;27.9;0;4.3;2026.4
PRE14;24/07/2014;23.4;20.6;26.7;0;5.5;2118.8
PRE14;25/07/2014;20.8;18.2;24;0;4.9;2027.3
PRE14;26/07/2014;20.6;17.2;23.6;0;3.5;1450.8
PRE14;27/07/2014;21.3;17.4;26.4;16.1;3.5;1477.3
PRE14;28/07/2014;17.9;16.8;18.9;6.1;2;785.4
PRE14;29/07/2014;18.6;15.9;22.1;0.1;1.7;612.9
PRE14;30/07/2014;17.9;14.9;21.8;0;4;2147.3
PRE14;31/07/2014;19.1;13.9;24.4;0;4.2;2180.8
PRE14;01/08/2014;20.6;13;25;0;3.8;2149.6
SEL14;01/08/2013;26.5;16.2;33.8;0;6.7;2731.7
SEL14;02/08/2013;24.6;20.6;30.9;0.8;6.4;2517.7
SEL14;03/08/2013;20.4;17.2;23.8;0;2.9;1442.1
SEL14;04/08/2013;19.5;14.6;25.5;0;5.2;2559.7
SEL14;05/08/2013;21.2;12.7;28.3;0;3.4;1494.8
SEL14;06/08/2013;18.1;14.6;21.7;22.2;1.8;947.8
SEL14;07/08/2013;18.7;16.2;22.4;2;3;1628.6
SEL14;08/08/2013;18.8;15.7;22.7;0;2.5;1234.2
SEL14;09/08/2013;18.2;14;21.7;0.4;2.3;1126.1
SEL14;10/08/2013;17.2;12.7;22.1;0;3.3;1641.2
SEL14;11/08/2013;19.2;11.8;24.6;0;2.1;955.8
SEL14;12/08/2013;18.7;15.2;23.4;0;3.1;1408.4
SEL14;13/08/2013;16.4;10.3;21.9;0;3;1698.2
SEL14;14/08/2013;17;10.5;23.6;0;5;2655
SEL14;15/08/2013;18.7;10.6;25.7;0;4.7;2364.6
SEL14;16/08/2013;20.3;12.2;28.5;0;3.9;1696.7
SEL14;17/08/2013;20.8;14.7;25.7;0;3.6;1783.7
SEL14;18/08/2013;19.8;17.8;22.6;3.4;1.8;682.1
SEL14;19/08/2013;18.2;14.9;22.1;0;3.8;1726.2
SEL14;20/08/2013;17.2;9.7;23.6;0;4.9;2592.9
SEL14;21/08/2013;19.1;11.6;25.2;0;5.3;2563.1
SEL14;22/08/2013;20.9;14.3;26.8;0;4.2;1885.4
SEL14;23/08/2013;21.7;12.3;29.5;0;3.4;1482.2
SEL14;24/08/2013;18.3;16.3;21.8;0.1;3.2;1383.9
SEL14;25/08/2013;14.6;12;16.7;4.7;0.9;453.3
SEL14;26/08/2013;16.1;14.2;18.9;0;2.9;1730.4
SEL14;27/08/2013;16.8;12.8;19.9;0.5;2.3;1385.9
SEL14;28/08/2013;17.9;12.4;23.6;0;3.4;1697.8
SEL14;29/08/2013;17.5;12.1;23.9;0;3.6;1676.1
SEL14;30/08/2013;17.1;8.9;24.5;0;3.5;1803.3
SEL14;31/08/2013;17.6;11.9;22.4;0;1.4;707.3
SEL14;01/09/2013;15.9;12.5;20.2;0;4.3;2024.3
SEL14;02/09/2013;16;7.4;23.4;0;4.4;2307.4
SEL14;03/09/2013;18.9;9.9;25.8;0;4.7;2268
SEL14;04/09/2013;21.6;13;29.6;0;5.1;2288.4
SEL14;05/09/2013;22.4;15.6;30.7;0;5.5;2207
SEL14;06/09/2013;17;15;19.6;0.7;1.5;563.3
SEL14;07/09/2013;14.3;8.9;19.2;0;1.9;994.8
SEL14;08/09/2013;14;7.4;19.3;0;2.7;1471.5
SEL14;09/09/2013;15;12;19.1;1.4;1.4;394.7
SEL14;10/09/2013;14.2;11.9;18.5;0;2.4;1140.5
SEL14;11/09/2013;13.2;6.8;16.3;0;1.2;822.3
SEL14;12/09/2013;13.9;11.9;15.6;0;0.6;399.3
SEL14;13/09/2013;16;13;18.4;0.8;0.3;408.9
SEL14;14/09/2013;14.4;12.9;16.5;42.5;0.8;363.2
SEL14;15/09/2013;14.4;10.6;17.8;1.6;1.7;762.4
SEL14;16/09/2013;13.5;12.6;16.4;0.9;1.8;661.2
SEL14;17/09/2013;13.6;10;16.4;1.2;1.4;614.6
SEL14;18/09/2013;15.9;15.3;19.2;0.2;2.1;620.7
SEL14;19/09/2013;12.3;6.3;15;1;0.9;593.7
SEL14;20/09/2013;14.7;13.7;18.3;0.1;2.5;1283.3
SEL14;21/09/2013;13.9;7;20.8;0;2.6;1554.8
SEL14;22/09/2013;15.6;9.2;22.6;0.1;2.2;1071.9
SEL14;23/09/2013;15.6;12.7;18.9;0.2;2;1149.9
SEL14;24/09/2013;15.9;8.8;23.6;0;3.1;1745.4
SEL14;25/09/2013;16.4;9.7;22.3;0.1;1.3;859.9
SEL14;26/09/2013;19.1;13.7;24.7;0.2;1.4;847
SEL14;27/09/2013;19.9;14.2;25.1;1.7;2.5;1430.9
SEL14;28/09/2013;18.6;17.3;23.1;11.7;1;501.3
SEL14;29/09/2013;16;15;16.8;10.9;0.6;249.2
SEL14;30/09/2013;14.7;14.3;16.6;0.3;0.7;352.7
SEL14;01/10/2013;15;11.3;17.7;0.2;0.8;650.3
SEL14;02/10/2013;17;13.5;19.5;0.1;1;722.5
SEL14;03/10/2013;18.8;15.4;21.5;5.2;0.8;505
SEL14;04/10/2013;17.3;16.1;20;9.8;1.4;700
SEL14;05/10/2013;14.9;13.8;18.3;0;1;569.3
SEL14;06/10/2013;13.2;10.9;16.2;0;0.7;665.6
SEL14;07/10/2013;15;12.1;18.3;0;1;458.3
SEL14;08/10/2013;15.3;13.4;18.8;0;1.1;303.2
SEL14;09/10/2013;15.1;12.7;18.2;0.4;1.1;314.3
SEL14;10/10/2013;10.3;8.5;13;0;1.5;512.1
SEL14;11/10/2013;8;6.3;9.5;5.3;0.4;259.8
SEL14;12/10/2013;6.9;6.3;9.2;1;0.4;238.2
SEL14;13/10/2013;5.9;0.5;11.3;0;0.3;486.1
SEL14;14/10/2013;12.8;8.5;14.6;12.2;0;234.2
SEL14;15/10/2013;13.4;12.4;14.9;15.9;0.6;229.9
SEL14;16/10/2013;13.3;11.1;15.6;2.7;0.3;226.6
SEL14;17/10/2013;12.2;10.9;15;0.2;0.5;268.2
SEL14;18/10/2013;10.9;6.7;15.6;0.1;0.9;512.1
SEL14;19/10/2013;14.3;9.7;18.8;0.1;0.9;597.3
SEL14;20/10/2013;15.4;13.5;19.7;3.4;1.8;791.4
SEL14;21/10/2013;16.1;11.8;21.2;0.1;1.6;932.8
SEL14;22/10/2013;17;14.8;19.7;1.4;1.2;359.1
SEL14;23/10/2013;15.8;14.6;19.6;0.8;2.4;899.3
SEL14;24/10/2013;15.1;11.8;19.9;0.6;1.6;768.1
SEL14;25/10/2013;16.4;14.6;18.6;14.1;0.7;189.9
SEL14;26/10/2013;16.6;14.6;20.3;0.1;1.1;313.3
SEL14;27/10/2013;14.9;14;16.2;12.9;1.6;399.4
SEL14;28/10/2013;13.8;11.8;16.2;2;1.7;523.5
SEL14;29/10/2013;8.6;6.8;14.2;0.6;1.4;639.5
SEL14;30/10/2013;6.5;1.9;13.5;0;1.2;918.6
SEL14;31/10/2013;8.3;2;13.5;0.2;1.1;1005.7
SEL14;01/11/2013;9.6;8.9;14.8;17.2;1.5;163.1
SEL14;02/11/2013;13.9;9.7;15.4;3.2;0.2;200.5
SEL14;03/11/2013;10.4;7.3;12.4;9.6;1.4;817.3
SEL14;04/11/2013;10;7.1;13.4;5.1;0.5;215.4
SEL14;05/11/2013;10.2;3.6;14.1;4.2;0.2;224.3
SEL14;06/11/2013;14.4;12.1;15.3;1.2;0.6;136.7
SEL14;07/11/2013;14.7;13.8;16.9;8.1;1.1;229.2
SEL14;08/11/2013;11.7;11.5;14;11.3;0.7;149.8
SEL14;09/11/2013;8.4;5.1;11.2;18;0.4;223.2
SEL14;10/11/2013;8.2;5.9;11.1;0.4;0.9;301.5
SEL14;11/11/2013;6;0.4;9.6;0;0.5;238.5
SEL14;12/11/2013;9.3;7.9;10.4;2.2;0.5;208.5
SEL14;13/11/2013;7.8;5.3;10.9;0.1;0.5;351
SEL14;14/11/2013;5.1;1.6;9.5;3.2;0.5;324.7
SEL14;15/11/2013;6.1;4;8.2;0.6;0.6;283.8
SEL14;16/11/2013;3.4;0.7;5.9;0;0.5;242.1
SEL14;17/11/2013;4.6;3.3;5.3;0;0.3;181.2
SEL14;18/11/2013;3.9;4;4.6;0;0.5;201.2
SEL14;19/11/2013;3.6;0.9;6.8;2.2;0.4;278.9
SEL14;20/11/2013;2.5;-0.4;4.5;7.3;0.5;585.6
SEL14;21/11/2013;3.2;2.7;3.9;2.3;0.3;173
SEL14;22/11/2013;3.7;2.3;4.7;0.2;0.6;189
SEL14;23/11/2013;5.1;4.6;5.8;0;0.7;126.4
SEL14;24/11/2013;5.5;2.4;7.4;0;0.8;384.4
SEL14;25/11/2013;5;3.5;7;0;0.8;245.8
SEL14;26/11/2013;5.1;3.4;7.2;0;0.9;523.6
SEL14;27/11/2013;3.6;1.8;6.5;0;0.5;155.3
SEL14;28/11/2013;1.9;-1.6;5.3;0;0.3;145.2
SEL14;29/11/2013;6.8;4.2;8.3;0.1;0.3;333.3
SEL14;30/11/2013;6.4;4.4;8.2;0.5;0.6;193
SEL14;01/12/2013;4.8;3.9;5.8;0.1;0.4;214.4
SEL14;02/12/2013;5.5;4;7.7;0;0.9;170.7
SEL14;03/12/2013;1.2;-2.3;6.4;0;0.8;654.6
SEL14;04/12/2013;1.8;-2;4.2;0;0.4;332.9
SEL14;05/12/2013;5.1;4.1;7;0.1;0.5;295.5
SEL14;06/12/2013;4.8;2.8;8.6;0.6;0.6;197.4
SEL14;07/12/2013;3;-0.9;6.6;0;0.2;205.5
SEL14;08/12/2013;1.3;-3.2;6.7;0;0.6;677
SEL14;09/12/2013;0;-3.5;5.2;0;0.8;634.5
SEL14;10/12/2013;-0.4;-3.4;4.8;0;0.8;655.9
SEL14;11/12/2013;-0.8;-4;4.5;0;0.7;679.5
SEL14;12/12/2013;0.1;-3.7;5.5;0;0.6;564.8
SEL14;13/12/2013;3;-3;7;3.9;0.3;416.1
SEL14;14/12/2013;5.3;4.8;5.6;0.1;0.2;299.6
SEL14;15/12/2013;5;2.4;8.6;0;0.7;553.8
SEL14;16/12/2013;5.1;-0.1;11.2;0.2;1;698.9
SEL14;17/12/2013;6.6;-0.9;11.4;0.4;0.4;567.6
SEL14;18/12/2013;9;7.6;10.1;5.3;0.6;133.1
SEL14;19/12/2013;7.5;4.5;9.5;1.2;0.6;437.9
SEL14;20/12/2013;4.1;2.4;7;0.2;0.6;565.6
SEL14;21/12/2013;4.5;2.2;7.4;0.8;0.8;142
SEL14;22/12/2013;8.6;5.4;10;0.9;0.1;81.2
SEL14;23/12/2013;10.5;9;11.9;3;1.4;170
SEL14;24/12/2013;9.9;9.4;11;14.1;1.3;93.6
SEL14;25/12/2013;6.4;5.5;8.5;2.2;0.6;228
SEL14;26/12/2013;5;3.5;7.4;1;0.5;375.3
SEL14;27/12/2013;9.8;4;12.7;5.9;0.1;89.6
SEL14;28/12/2013;7;4.9;8.6;5;0.1;106.9
SEL14;29/12/2013;4.1;3.5;6.3;0.1;0.5;376.7
SEL14;30/12/2013;5.3;1.7;7;0.7;0.3;187.2
SEL14;31/12/2013;7.3;6.2;9.4;2.5;1.4;305.1
SEL14;01/01/2014;9;7;10.1;8.7;0.7;98.9
SEL14;02/01/2014;10;9.5;11.4;0;1.2;378.4
SEL14;03/01/2014;10.5;9.4;12.9;1.7;1.4;122.2
SEL14;04/01/2014;8.4;7.1;12.9;2;1.5;388.4
SEL14;05/01/2014;7.3;4.3;10.7;1.1;0.8;376.6
SEL14;06/01/2014;11.1;8.3;12.6;4.2;0.7;92.9
SEL14;07/01/2014;10.4;9.1;11.1;1.4;0.5;153.8
SEL14;08/01/2014;10.8;8.9;13.5;0;0.7;352
SEL14;09/01/2014;8.9;8.5;10.4;0.2;0.9;112.8
SEL14;10/01/2014;5.8;4.5;6.7;0.5;0.3;123.2
SEL14;11/01/2014;5.5;4.3;6.6;0;0.2;132.4
SEL14;12/01/2014;6.4;4.3;8.7;0.2;0.3;136.4
SEL14;13/01/2014;7.7;6.5;10.1;2.1;0.7;373.3
SEL14;14/01/2014;4.8;2.6;6.7;0.6;0.5;326.1
SEL14;15/01/2014;6.1;2.5;8;5.1;0.1;101.1
SEL14;16/01/2014;8;7.5;9.7;5.7;0.8;304
SEL14;17/01/2014;7;6;10.8;0;1.4;728.7
SEL14;18/01/2014;6.3;2.2;9.3;6.2;0.6;311.9
SEL14;19/01/2014;5.8;4.6;7.9;0;0.3;378
SEL14;20/01/2014;2.9;2.6;3.3;0.1;0.1;181.4
SEL14;21/01/2014;2.9;2.2;4.9;0.1;0.3;259.1
SEL14;22/01/2014;2.9;1;5.7;7.5;0.3;128.2
SEL14;23/01/2014;6.1;4;7.3;1.2;0.1;221.2
SEL14;24/01/2014;5.5;5.4;5.9;7.9;0.4;144.4
SEL14;25/01/2014;5.3;3.5;7.1;1;0.2;116.7
SEL14;26/01/2014;7.5;5.8;10.2;6.2;0.5;156.4
SEL14;27/01/2014;4.6;3;7.5;0.5;1.1;564
SEL14;28/01/2014;4.7;2;6.2;3.8;0.2;115.6
SEL14;29/01/2014;4.7;4.4;5.4;1;0.3;197.3
SEL14;30/01/2014;4;3.3;6.1;0.7;0.2;240.1
SEL14;31/01/2014;4.8;-0.1;7.9;5.4;0.4;486
SEL14;01/02/2014;6.3;4.9;8.2;2.5;0.9;688.7
SEL14;02/02/2014;4.7;1.2;8.2;0.2;0.8;853
SEL14;03/02/2014;5.1;0.2;8;0.2;0.8;968.6
SEL14;04/02/2014;6.5;4;8.7;1.3;1.1;457.8
SEL14;05/02/2014;7.5;5.9;8.7;2.3;1.2;300.7
SEL14;06/02/2014;8.9;4.8;13.1;1.4;1.5;579.2
SEL14;07/02/2014;9.4;8.6;10.1;2.4;2.2;462.7
SEL14;08/02/2014;7.1;7.1;8.3;2.7;1.3;447.3
SEL14;09/02/2014;5.6;3.8;7.7;1.6;1.1;734.4
SEL14;10/02/2014;5.4;4;6.7;1.1;0.6;465.4
SEL14;11/02/2014;4.1;0.9;6.8;2.2;0.5;618.6
SEL14;12/02/2014;5.7;0.9;8.6;11.8;0.7;727.6
SEL14;13/02/2014;6.6;5.1;8.8;11.6;0.8;226.9
SEL14;14/02/2014;9.8;4.8;14.5;4.4;1;340.1
SEL14;15/02/2014;8.2;7.9;8.7;0.7;1.3;556.8
SEL14;16/02/2014;7;4;10.7;0.6;0.9;402.7
SEL14;17/02/2014;6.9;3.5;11.3;0.2;1.7;1117.2
SEL14;18/02/2014;6.7;4.5;9;1.5;0.8;647.3
SEL14;19/02/2014;8.3;4.5;10.6;1;0.4;265.4
SEL14;20/02/2014;9.4;8.5;11.1;2.2;0.7;248.2
SEL14;21/02/2014;6.4;4.7;9.2;0.4;1.3;897.5
SEL14;22/02/2014;7.1;4;8.8;5.6;0.2;177.7
SEL14;23/02/2014;8.4;6.1;11.8;0;1.1;826.7
SEL14;24/02/2014;9.9;3.3;14.6;0.4;2.1;1190.6
SEL14;25/02/2014;8.7;7.5;11;2.1;1.4;587.7
SEL14;26/02/2014;5.9;3.9;9.5;0.5;1.1;943
SEL14;27/02/2014;6;2.7;7.6;13.3;0.3;278.7
SEL14;28/02/2014;6.6;5.7;8.9;8.4;1.3;222
SEL14;01/03/2014;5.4;4.5;8.4;0;1;453.3
SEL14;02/03/2014;5.3;-1.5;10.2;3.8;1.1;991.6
SEL14;03/03/2014;5.8;3.8;7.3;5.7;0.6;379.6
SEL14;04/03/2014;6.1;3.2;9.6;0.1;0.9;741.2
SEL14;05/03/2014;5.9;0.3;12.4;0.1;1.4;1133.3
SEL14;06/03/2014;6.1;-0.8;12.6;0;2.1;1626.2
SEL14;07/03/2014;7.5;0.5;14.5;0;2;1477.4
SEL14;08/03/2014;9.5;1.8;15.4;0;2.3;1638
SEL14;09/03/2014;10.7;1.8;19.4;0;3.1;1636.4
SEL14;10/03/2014;10.8;1.2;18.6;0;2.6;1709.4
SEL14;11/03/2014;10.6;6;14.6;0;2.4;1533.3
SEL14;12/03/2014;9.7;3.5;15.7;0;2.7;1542.7
SEL14;13/03/2014;9;0.4;16.5;0;2.4;1538.7
SEL14;14/03/2014;9.3;0.8;16.1;0;2.4;1546.2
SEL14;15/03/2014;8.9;5.5;13.2;0;1.7;1187.4
SEL14;16/03/2014;8.1;2.1;13.2;0.2;1.7;1422.4
SEL14;17/03/2014;5.7;3.2;10.2;0.1;0.7;570
SEL14;18/03/2014;6.6;1.6;10.3;0;0.7;787.1
SEL14;19/03/2014;8.8;2.3;14;0;2.1;1574.3
SEL14;20/03/2014;11.6;3.5;18.5;0;3;1883.6
SEL14;21/03/2014;10.8;9.2;12.4;1.1;1.3;413.6
SEL14;22/03/2014;7.7;7.2;9.3;2.2;1.5;572.3
SEL14;23/03/2014;5.5;1.8;10.5;1.1;1.6;959.5
SEL14;24/03/2014;6;-0.2;10.9;4.6;1.3;1080.7
SEL14;25/03/2014;7.8;5.1;11.1;1.8;1.5;1226.9
SEL14;26/03/2014;6.6;3.6;11;0;1.6;1038.2
SEL14;27/03/2014;6.4;2.2;10.7;0.2;1.1;944.6
SEL14;28/03/2014;9.2;3.4;13.9;0;2.1;1222.7
