trial;date;temp_moy;tem_min;temp_max;precip_day;ETP_day;rayon_day
LR11;01/08/2010;17.1;13.4;20.8;6.6;1.3;684.5
LR11;02/08/2010;17.7;15.8;20.7;1;3.1;1496.2
LR11;03/08/2010;18;12.4;23.4;1;3.3;1548.7
LR11;04/08/2010;17.1;15.4;20.6;7.6;2.6;1015.6
LR11;05/08/2010;16.5;12.6;21;0;4.5;2375.9
LR11;06/08/2010;17.7;12.1;22.4;0;3.9;2036.3
LR11;07/08/2010;18;15.1;20.7;1.4;1.4;693.8
LR11;08/08/2010;17.9;13.1;22.4;0.1;3;1401.6
LR11;09/08/2010;18.9;13.6;24.6;0.2;4.5;2286.9
LR11;10/08/2010;18.1;13.8;21.9;3.9;1.5;713.2
LR11;11/08/2010;18.5;16.6;22.7;0.1;3.9;1893
LR11;12/08/2010;16.8;14;21.2;0;4.3;2256.3
LR11;13/08/2010;15.5;11.4;20.2;0.1;3.8;2162
LR11;14/08/2010;13.6;10.7;14.8;11.5;1;726.5
LR11;15/08/2010;16.3;12.8;20.2;0.8;1.8;1084.5
LR11;16/08/2010;17.8;13.2;24.1;0.1;4.4;2012.4
LR11;17/08/2010;15.9;13.4;17.6;0.5;1.2;616.3
LR11;18/08/2010;16.7;12.1;20.7;0;4.5;2554.3
LR11;19/08/2010;17.3;9.6;24.1;0;2.4;1075.7
LR11;20/08/2010;19.7;15.2;22.9;0;2;936.3
LR11;21/08/2010;21.7;19.1;25.2;0.2;2.2;921.6
LR11;22/08/2010;19.9;16;24.6;2;3.2;1729.1
LR11;23/08/2010;19;18.1;23;0.5;3.1;1296.1
LR11;24/08/2010;16.5;10.6;20.8;0.1;3.4;1934.5
LR11;25/08/2010;17.6;14.4;20.4;2.3;1.3;610.7
LR11;26/08/2010;20.1;19.7;21.6;4.2;2.2;1108.3
LR11;27/08/2010;16.8;15.9;18.9;1.7;1.6;828
LR11;28/08/2010;14.7;9.8;19.8;0.2;3.7;1947.8
LR11;29/08/2010;15.3;10.4;22.7;0.1;3.7;1654.3
LR11;30/08/2010;14.2;9.1;21;0;4.6;2369.5
LR11;31/08/2010;15.2;7;23;0;4.6;2254.5
LR11;01/09/2010;17;10.4;23.8;0;5;2224
LR11;02/09/2010;18.6;11.2;26.4;0;5.2;2335.6
LR11;03/09/2010;18.8;11;27.1;0;4.7;2063.5
LR11;04/09/2010;20;11.6;27.8;0;3.9;1773.7
LR11;05/09/2010;21.1;15.3;27.4;0;4.1;1420.3
LR11;06/09/2010;17.3;14.1;21.3;1.8;2.1;880.9
LR11;07/09/2010;15.5;11.8;21.9;15.3;2.6;1309.6
LR11;08/09/2010;15.4;11.6;21.1;4.7;3.4;1676.2
LR11;09/09/2010;16.1;12;22.2;0.5;2.8;1424.1
LR11;10/09/2010;16;10.3;22.9;0;3.3;1784
LR11;11/09/2010;17.9;12.9;23.2;0.8;2.9;1370.8
LR11;12/09/2010;15.6;11.9;21.2;0;3.7;1748.2
LR11;13/09/2010;14.9;8.8;19.4;0;2.4;1385.1
LR11;14/09/2010;16.6;12;21.4;0.5;3.2;1531
LR11;15/09/2010;15.5;14;18.3;2.9;2.3;1112.2
LR11;16/09/2010;14.4;11.7;18.6;0.2;2.2;1106.7
LR11;17/09/2010;12.6;9.5;18.4;0;2.9;1532
LR11;18/09/2010;11.6;4.7;18.8;0;2;1110.2
LR11;19/09/2010;12.4;4.9;21.2;0;3.4;1797.1
LR11;20/09/2010;13.5;5.8;22.1;0;3.3;1898.6
LR11;21/09/2010;15.3;7.5;24.6;0;3.9;1798.7
LR11;22/09/2010;17.1;9;26.9;0.1;3.6;1446.9
LR11;23/09/2010;15.9;13.7;20.3;7.4;1.8;814.9
LR11;24/09/2010;13.8;10.7;18.2;0.8;2;1056.3
LR11;25/09/2010;10.9;10.7;13.9;0;2.3;801.8
LR11;26/09/2010;8.8;3.8;14.7;0;2;1104.2
LR11;27/09/2010;11.9;6.8;16.4;0;1.2;393.3
LR11;28/09/2010;12.9;6.6;20.1;0;2.4;1332.6
LR11;29/09/2010;13;9;17.3;8;0.9;368.8
LR11;30/09/2010;11.7;6.8;15.6;2.4;1.1;931.9
LR11;01/10/2010;15.3;12.7;17.1;17.7;0.5;210.6
LR11;02/10/2010;17.2;16.4;18.9;9.2;1.5;539
LR11;03/10/2010;15.6;15.4;15.8;15.1;1;492.9
LR11;04/10/2010;14.6;14.1;16.4;9.2;0.8;219
LR11;05/10/2010;15.7;12.3;17.1;18.1;0.2;159.8
LR11;06/10/2010;14.5;14.3;17.2;0.2;1.7;917.9
LR11;07/10/2010;15.4;8.5;20.8;0;1.5;1096.6
LR11;08/10/2010;19;15.5;23.8;0;2.8;1261.6
LR11;09/10/2010;18.6;15.4;23.4;0;2.6;1322.7
LR11;10/10/2010;17.8;16;22.3;0;2.6;1301
LR11;11/10/2010;14;10.2;19.8;0;3.5;1317.1
LR11;12/10/2010;12.5;8.2;19.3;0;3.1;1512.9
LR11;13/10/2010;11;6.7;15.9;0;2.4;1359.3
LR11;14/10/2010;12.1;9.7;14.6;0;1.1;410.7
LR11;15/10/2010;11.8;9.4;14;0.7;0.7;203.9
LR11;16/10/2010;11.2;9.6;15.3;0.2;2;1000
LR11;17/10/2010;8.5;6;12.3;0;0.9;474.6
LR11;18/10/2010;9.1;3.4;12.6;0;0.3;382
LR11;19/10/2010;12.1;11.5;13.9;1.1;1.7;950
LR11;20/10/2010;7.7;5.9;12.9;0.4;1.9;1134.7
LR11;21/10/2010;5.2;-0.9;11.5;0.2;1.5;1129.2
LR11;22/10/2010;7.8;4.4;13.2;0.2;1.5;1006.5
LR11;23/10/2010;9.8;4.1;14.9;1.6;1.2;964
LR11;24/10/2010;7.1;2.6;13.8;0.7;1;637.1
LR11;25/10/2010;5.7;1.7;12.8;0;1.8;1022.5
LR11;26/10/2010;6.4;-1.2;12.8;0.2;0.8;389.5
LR11;27/10/2010;11.1;7.2;14.5;0.1;0.8;334.4
LR11;28/10/2010;12;10.6;14.6;0;0.7;333.4
LR11;29/10/2010;12.5;10.6;16.5;9.6;1.8;900.5
LR11;30/10/2010;11.7;7.7;16.3;0.3;1.1;679.3
LR11;31/10/2010;12.3;10.2;14.1;0.4;0.9;762.8
LR11;01/11/2010;11.7;10.7;15.4;0;1.8;820.8
LR11;02/11/2010;12.4;6.6;16.4;0.1;0.1;221.3
LR11;03/11/2010;14.7;12.2;16.2;0.2;0.3;233.7
LR11;04/11/2010;15.3;15.1;16.4;0;1.4;176.5
LR11;05/11/2010;14;12.8;16.9;0.1;1.8;580.3
LR11;06/11/2010;11.6;11;12.9;11.5;0.3;136
LR11;07/11/2010;6.4;4.4;8.5;7.2;0.5;529.1
LR11;08/11/2010;8.3;3.9;11.8;4.2;0.8;526.1
LR11;09/11/2010;9;7.6;10.4;3.4;0.4;177
LR11;10/11/2010;6.8;5.4;8.9;2.3;1;629.3
LR11;11/11/2010;11.2;2.5;15.1;6.4;0;98.9
LR11;12/11/2010;13.9;11.5;15.6;9.4;0.8;198
LR11;13/11/2010;14.1;14.2;14.5;34.6;0.7;94.1
LR11;14/11/2010;9.5;7.3;11.7;1.1;0.6;401.1
LR11;15/11/2010;6.3;4;11.4;0.2;1.1;607.1
LR11;16/11/2010;5.4;0.2;11.7;0.5;1.1;783.5
LR11;17/11/2010;5.7;5.2;6.8;2.2;0.4;112.6
LR11;18/11/2010;6.7;3.6;11.9;0.2;0.7;436.4
LR11;19/11/2010;7.6;3.1;12.3;2.4;0.5;299.3
LR11;20/11/2010;7.9;6.9;10.3;0;0.9;393.4
LR11;21/11/2010;6.5;5.3;8.4;0.3;0.4;126.5
LR11;22/11/2010;6.1;5.1;8.6;0.3;0.4;256.9
LR11;23/11/2010;4.8;3;9.9;0.1;1;591.2
LR11;24/11/2010;4.3;1;7.5;1.9;0.2;283.1
LR11;25/11/2010;2.7;1.1;5.4;0;0.5;511.3
LR11;26/11/2010;1.5;0.1;4.6;0;0.4;499.2
LR11;27/11/2010;0.9;0.1;2.5;0.2;0.3;114.1
LR11;28/11/2010;0.4;0.7;1.5;0.6;0.4;99.3
LR11;29/11/2010;-1.9;-5;3;0;0.6;670.4
LR11;30/11/2010;-2.1;-4.8;2.1;0;0.7;572.3
LR11;01/12/2010;-2.3;-5.1;0.2;0;0.4;252.9
LR11;02/12/2010;-1.2;-2.7;0.5;0;0.1;112.8
LR11;03/12/2010;-0.3;-1.3;1.8;2.9;0.4;384.2
LR11;04/12/2010;4.6;-0.8;7.3;5;0.1;287.7
LR11;05/12/2010;3.8;2.5;4.5;2.8;0.1;85.6
LR11;06/12/2010;3.3;3.4;4.3;0.5;0.5;112.8
LR11;07/12/2010;1.9;0.6;3.2;2.7;0.2;132.7
LR11;08/12/2010;2.7;2.1;3.9;4.6;0.4;92.9
LR11;09/12/2010;1.5;-0.2;6.2;0;1;685.4
LR11;10/12/2010;2.9;-1.2;5.4;0;0.3;157.9
LR11;11/12/2010;5.9;4;7.5;0;0.3;106.8
LR11;12/12/2010;5.2;4.5;7.9;0;0.9;509.5
LR11;13/12/2010;0.4;-0.4;3.5;0;0.8;664.8
LR11;14/12/2010;1.2;-3.6;7.8;0;0.7;357.9
LR11;15/12/2010;-0.8;-3.7;2.8;0.5;0.2;292.7
LR11;16/12/2010;4.1;-0.5;6;4.6;0;92.1
LR11;17/12/2010;0.5;-1.1;2.5;0;0.5;548.9
LR11;18/12/2010;0.1;-1.5;1.4;2.9;0.1;107.1
LR11;19/12/2010;4.4;-0.4;10.6;14.5;0.9;350.4
LR11;20/12/2010;4.2;1.4;5.9;0.8;0.5;447.9
LR11;21/12/2010;0.6;-1.8;2.4;0.4;0.3;188
LR11;22/12/2010;2.1;0.5;3.2;0.7;0.4;411.5
LR11;23/12/2010;3.5;2.3;4.1;0.4;0.8;534.3
LR11;24/12/2010;2.6;1.3;4.6;0;1;435.4
LR11;25/12/2010;0.1;-0.9;4.7;0;0.8;663.3
LR11;26/12/2010;-2.2;-5.9;-0.1;0;0.3;359.4
LR11;27/12/2010;1.1;-0.7;3.7;6.2;0.9;228.7
LR11;28/12/2010;6;1.4;8.1;0.3;0.4;268.3
LR11;29/12/2010;7.3;6.3;8;2.8;0.3;269.9
LR11;30/12/2010;5.5;4.5;5.7;0;0.1;143.6
LR11;31/12/2010;3.3;2.4;4.1;0;0.1;148.7
LR11;01/01/2011;1.1;-0.3;3.1;0;0.1;76.2
LR11;02/01/2011;3.5;2.6;6.3;0;0.4;381.9
LR11;03/01/2011;1.5;0.1;3.4;0;0.5;390.5
LR11;04/01/2011;2.1;1.5;4.2;0;0.7;283.3
LR11;05/01/2011;4;-0.2;11.6;9;0.7;148.1
LR11;06/01/2011;12;7.7;12.8;7.7;0.2;71.3
LR11;07/01/2011;11.7;11.5;12.2;6.6;0.7;295.4
LR11;08/01/2011;9.7;7.7;11.7;6;0.8;195.3
LR11;09/01/2011;5;3.1;8.6;0.9;0.8;633.4
LR11;10/01/2011;6.1;2.5;8.8;5.1;0.7;466.4
LR11;11/01/2011;8.3;7.4;9.7;1.5;0.7;165.9
LR11;12/01/2011;11.3;6.8;12.8;0.2;0;100.8
LR11;13/01/2011;12.4;11.3;12.9;0;0.6;145.9
LR11;14/01/2011;10.9;10.1;12.9;3.9;1.3;171.5
LR11;15/01/2011;10.9;8.9;13.9;0;0.9;195.5
LR11;16/01/2011;9;6.9;9.9;0.7;0.1;218.4
LR11;17/01/2011;10.4;9.2;12.9;1.2;0.9;197.3
LR11;18/01/2011;6.4;4.4;8.3;0.2;0.6;258.4
LR11;19/01/2011;1.8;-2.4;7.7;0;0.9;684.8
LR11;20/01/2011;2.3;-1.8;8.4;0.1;0.7;391.2
LR11;21/01/2011;2.5;0.8;5.5;0;0.6;602.1
LR11;22/01/2011;3;-0.3;5.2;0.4;0.4;611.5
LR11;23/01/2011;5.6;3.4;6.5;0.6;0.5;252.1
LR11;24/01/2011;5.8;5.9;6.9;0.2;0.6;349.4
LR11;25/01/2011;5.7;2.6;8.2;3.6;0.4;251.7
LR11;26/01/2011;6.7;5.3;8.8;2.8;0.5;209.5
LR11;27/01/2011;4.2;3.6;5;0;0.9;222.3
LR11;28/01/2011;0.6;-0.8;1.2;0;0.7;225.9
LR11;29/01/2011;0.9;-0.5;4.2;0;1;849.1
LR11;30/01/2011;-0.8;-1.7;2.1;0;0.7;554.3
LR11;31/01/2011;-1.2;-4;0.7;0;0.7;684.6
LR11;01/02/2011;2.2;-0.9;4.4;0.2;0.5;322.3
LR11;02/02/2011;5.9;3.3;9.2;1.4;0.5;266.5
LR11;03/02/2011;9.1;8;11.5;0.1;1.2;747.2
LR11;04/02/2011;10.1;6.7;12.2;0;0.9;162.8
LR11;05/02/2011;11;10.5;12.5;0;1.7;174.3
LR11;06/02/2011;9.3;9.1;10.3;0;1.4;183.1
LR11;07/02/2011;10.1;7.3;13.5;1.8;1.1;371.9
LR11;08/02/2011;9.6;8.8;11.7;0.5;0.3;240
LR11;09/02/2011;8.1;5.6;9.7;0.5;0.8;767.3
LR11;10/02/2011;11.4;8.6;15;0.2;0.9;362.6
LR11;11/02/2011;11.1;7;16.7;1.6;1.8;954.2
LR11;12/02/2011;9;8.3;11.9;0.4;1.3;669.1
LR11;13/02/2011;7.5;5.9;8.8;6.4;0.4;228.8
LR11;14/02/2011;5.3;2.7;8.3;1.9;0.8;865.4
LR11;15/02/2011;6.8;5.2;10.1;2.7;1.1;646.2
LR11;16/02/2011;6.7;3.2;10.7;1.9;1;798.5
LR11;17/02/2011;7.5;4.4;13.1;0.1;1.3;911.5
LR11;18/02/2011;5;-0.2;8.6;9.9;0.5;373.2
LR11;19/02/2011;9.7;7.7;13.1;0.7;0.8;256.2
LR11;20/02/2011;8.1;6.7;10.1;0.9;0.4;241.9
LR11;21/02/2011;8.2;7.1;11;11.3;0.6;301.4
LR11;22/02/2011;7.7;6.3;8.9;0.3;0.2;256.8
LR11;23/02/2011;9.3;6.9;11.5;1.9;0.4;234.1
LR11;24/02/2011;11;9.8;13.7;0.4;0.6;292.6
LR11;25/02/2011;10.2;6.6;13.4;0.9;0.3;212.7
LR11;26/02/2011;9.8;8.7;12.9;2.4;1.3;480.3
LR11;27/02/2011;6.1;3.3;9.6;4.3;1.2;795.5
LR11;28/02/2011;5.2;4;7.4;0.1;0.9;358.9
LR11;01/03/2011;5.4;4.1;7.4;0;1;456.1
LR11;02/03/2011;5.4;4.2;8.3;0;1.9;1379.7
LR11;03/03/2011;5.2;2.6;10.7;0;2.5;1503.1
LR11;04/03/2011;4.4;0.1;9.8;0;2;1501
LR11;05/03/2011;4.4;-0.1;10.3;0;1.8;1565.1
LR11;06/03/2011;4.3;-1.1;10.7;0;1.9;1540.4
LR11;07/03/2011;3.9;-0.8;9.9;0;1.9;1601.7
LR11;08/03/2011;6.6;-1.2;13;0;1.7;1559.9
LR11;09/03/2011;8;4.6;14;0;1.8;1232.2
LR11;10/03/2011;7.1;1.3;12.4;0;0.9;498.7
LR11;11/03/2011;9.7;7.7;14;0;1.2;343
LR11;12/03/2011;8.1;4.5;10.6;2;0.4;247.6
LR11;13/03/2011;8.8;8.2;10.8;2.6;0.5;314.6
LR11;14/03/2011;9.5;3.7;13.7;0;0.6;467.2
LR11;15/03/2011;13.3;10.1;17.7;0;1.6;321.7
LR11;16/03/2011;10.2;9;12.2;0;1.7;978
LR11;17/03/2011;8.6;8.5;9.5;0;1;571.6
LR11;18/03/2011;10.2;6.1;14.1;2.3;0.6;314.5
LR11;19/03/2011;7.9;5.1;11.6;0;2.1;1342.5
LR11;20/03/2011;8.2;5.6;13;0;1.5;1028.8
LR11;21/03/2011;7.2;-0.3;15.5;0;2.7;1907.2
LR11;22/03/2011;9.3;1.8;17.7;0;3.3;1959.8
LR11;23/03/2011;10.3;2;19;0;3.2;1993.5
LR11;24/03/2011;10.8;3.8;19.4;0;3.3;2015.7
LR11;25/03/2011;11.4;4.3;18.6;0;1;505.9
LR11;26/03/2011;12.2;5.7;19;2.3;1.3;687.1
LR11;27/03/2011;12.2;9.6;15.7;1.4;1.4;830.8
LR11;28/03/2011;11.6;7.2;16.4;0.2;1.2;621.7
LR11;29/03/2011;11.7;10;14.7;5.9;0.7;322.9
LR11;30/03/2011;11.1;8.4;13.6;3.2;0.5;307.6
LR11;31/03/2011;13.3;12.6;14.8;0.1;0.7;290.3
LR11;01/04/2011;15.5;12;19.5;0;1.7;966.5
LR11;02/04/2011;13.9;11.8;18.9;0.2;2;1050.8
LR11;03/04/2011;10;6.1;15.6;3.2;1.3;908.1
LR11;04/04/2011;9.3;5.1;13.2;0;2.2;1656.1
LR11;05/04/2011;11.6;6;18.2;0;2.8;1729.8
LR11;06/04/2011;14.6;6.1;22.1;0;3.6;2033.9
LR11;07/04/2011;13.9;5.6;24.8;0;4.5;2253.6
LR11;08/04/2011;14.7;6.1;24;0;3.9;2273.5
LR11;09/04/2011;15.5;9.5;22.5;0;4;2204.9
LR11;10/04/2011;14.5;7.9;22.2;0;3.4;2080.8
LR11;11/04/2011;10.5;8.1;13.5;0;1;705.7
LR11;12/04/2011;8.5;5.8;13.4;0;3.1;2091.1
LR11;13/04/2011;7.8;2.4;14;0;1.1;567.4
LR11;14/04/2011;10.4;2.9;17.2;0;2.4;1693.8
LR11;15/04/2011;12;8;17.3;0;2.2;1476.4
LR11;16/04/2011;11.7;7.3;18;0;2.2;1132.6
LR11;17/04/2011;12.2;3.8;19.8;0;3.3;1691.1
LR11;18/04/2011;13.9;5.2;20.7;0;3.5;2164.8
LR11;19/04/2011;15.9;7.2;24;0;4;2257.7
LR11;20/04/2011;16.4;9;23.2;0;4.7;2536.9
LR11;21/04/2011;15.7;9.6;23.8;0;3;1517.1
LR11;22/04/2011;16.9;12.5;23.7;0;4.6;2074.2
LR11;23/04/2011;15.8;9.4;25.2;1.6;4.3;2007.6
LR11;24/04/2011;14.6;10.2;22.1;0;3.9;1919.8
LR11;25/04/2011;15.8;10.3;23.6;0;4.8;2547.1
LR11;26/04/2011;15.1;10.8;22.2;0;4.9;2656.7
LR11;27/04/2011;13.3;9.9;18.8;0;3.1;1250.2
LR11;28/04/2011;11.6;6.7;17.1;0;3.7;2366.1
LR11;29/04/2011;12.4;8.8;15.1;1.7;1.7;1120.5
LR11;30/04/2011;15.6;9.8;22.1;2.7;3.7;2025.2
LR11;01/05/2011;15.4;12.2;17.8;0.1;1.1;581.7
LR11;02/05/2011;15.2;12.7;20.7;12.1;1.8;834.5
LR11;03/05/2011;14.1;10.6;18.2;0.5;2.8;1481.8
LR11;04/05/2011;14.9;12;20.1;0;1.9;936.1
LR11;05/05/2011;15.3;9.8;20.4;0;2.4;1270.4
LR11;06/05/2011;18;11.8;24.6;1.1;4.1;2169.5
LR11;07/05/2011;17.5;14.8;21;3.3;3.3;1598.9
LR11;08/05/2011;14.4;11.8;16.4;0.4;2.6;1762.7
LR11;09/05/2011;14.9;9.2;20.7;0;3;1643.7
LR11;10/05/2011;14.9;7.6;20;0;2.1;1329.8
LR11;11/05/2011;14;9.1;20.5;0;3.8;2073.1
LR11;12/05/2011;12.4;9.5;16.6;0;2.9;1511.1
LR11;13/05/2011;12.6;6.7;19.4;0;3.2;1874.1
LR11;14/05/2011;12.1;9;16.5;0;3.1;1759
LR11;15/05/2011;12.1;7.2;15.9;0;3.2;1886
LR11;16/05/2011;13.7;7.6;18.6;0;1.6;808.6
LR11;17/05/2011;14.7;10.7;18.9;0;1.8;983.7
LR11;18/05/2011;15.5;9.1;22.5;0;4.5;2558.7
LR11;19/05/2011;15.1;12.7;19.3;0;4.3;2455
LR11;20/05/2011;13.9;8.9;18.6;0;4.2;2580.3
LR11;21/05/2011;16.2;8.8;21.8;0;1.6;962.5
LR11;22/05/2011;14.6;11.4;19.3;0;4;2093.1
LR11;23/05/2011;16.1;8.7;22.1;0;5.2;2843.9
LR11;24/05/2011;13.7;11.4;17.6;0;4.1;2208.5
LR11;25/05/2011;17;7.6;24.2;0;5.5;2935.8
LR11;26/05/2011;14.2;12.4;15.8;0.1;2.8;1256.9
LR11;27/05/2011;12.3;11.1;15.2;0;2.8;1415.4
LR11;28/05/2011;13.2;5.4;19.7;0;4.6;2900.1
LR11;29/05/2011;16.3;9.2;23.2;0;4.9;2838.3
LR11;30/05/2011;13.8;11.2;20.7;3.1;2.6;1130.5
LR11;31/05/2011;11.2;7.6;14.9;0.1;3;1743
LR11;01/06/2011;13.5;7;18.9;0;4.5;2816.8
LR11;02/06/2011;17.5;10.5;22.8;0;6.1;3121.6
LR11;03/06/2011;20.7;14;27.8;0;7;2843
LR11;04/06/2011;20.7;13.7;27.8;6.6;5.4;2419.4
LR11;05/06/2011;15.7;15.1;17.2;8.2;1.2;457.6
LR11;06/06/2011;14;13.2;15.2;0;0.9;507.5
LR11;07/06/2011;14.5;11.4;20;0;2.7;1297.1
LR11;08/06/2011;13.7;10.3;18.8;1.1;3.6;1993.5
LR11;09/06/2011;13.3;10.5;16.6;0;1.4;695.8
LR11;10/06/2011;13.2;9.2;17.2;0.4;2.7;1407.2
LR11;11/06/2011;12.5;8.9;16.6;0.2;2.3;1197.3
LR11;12/06/2011;13.1;8.3;16;7.8;0.6;445.1
LR11;13/06/2011;18;14.3;20.3;1.8;1.2;757.8
LR11;14/06/2011;18.9;16.3;21.7;1.1;2.3;1198.1
LR11;15/06/2011;17.2;15.8;19.4;2.5;1.8;836.4
LR11;16/06/2011;15.7;12.8;17.7;0.7;3.4;1976.1
LR11;17/06/2011;14.2;13.1;15.9;15.3;1.5;561.5
LR11;18/06/2011;14.1;11.6;16.6;3.8;2.1;1147.9
LR11;19/06/2011;14.4;11.2;16.6;0.8;2.4;1611.7
LR11;20/06/2011;17;15;18.8;1.1;1;487.9
LR11;21/06/2011;17.8;15.9;21.2;0.5;3.8;1999.4
LR11;22/06/2011;15.7;13.5;19.6;1.3;3.2;1569.3
LR11;23/06/2011;15.4;11.8;19.6;0;3.4;1626.2
LR11;24/06/2011;15.3;10.7;19.8;0;2.7;1260.1
LR11;25/06/2011;20.4;12.7;27.2;0;2.9;1237.2
LR11;26/06/2011;25.6;16.7;33.2;0;7.6;3172.3
LR11;27/06/2011;25.3;19.7;31.9;0.3;5.6;2432.6
LR11;28/06/2011;16.3;15.9;18.4;0;1.9;777.2
LR11;29/06/2011;14.3;10.9;19.3;0;4.1;2019.9
LR11;30/06/2011;14.4;8.6;19.3;0;4.5;2658.8
LR11;01/07/2011;16.1;9.5;21.5;0;3.5;1736.3
MD11;01/08/2010;20.7;14.2;22.8;6.7;2;1121.9
MD11;02/08/2010;18.2;16.9;18.3;6.9;0.9;433
MD11;03/08/2010;20.4;17;24;0;4.7;2241.7
MD11;04/08/2010;20.1;17.1;23.6;1.2;3.4;1226.3
MD11;05/08/2010;19.9;17.3;22.9;0;4.8;1908.5
MD11;06/08/2010;19.5;14.3;24.4;0;5.5;2753.4
MD11;07/08/2010;21.9;14.1;28.9;0;6.2;2890.1
MD11;08/08/2010;22.5;17.3;27.7;0;5.7;2577.9
MD11;09/08/2010;21.7;18.6;26.9;0;3.5;1133.2
MD11;10/08/2010;22.1;15.4;27.6;0;4.5;2302.7
MD11;11/08/2010;22.2;17;26.2;1.1;3.6;1313.5
MD11;12/08/2010;21.1;18.9;25.1;0.1;4;1173.9
MD11;13/08/2010;19.4;15.1;22.4;0;4;1465.3
MD11;14/08/2010;19.2;15.4;24.1;0;5.2;1959.8
MD11;15/08/2010;18;15.3;22.6;1.5;4.4;2046.2
MD11;16/08/2010;18.5;12.9;23.9;0;4.6;2306.1
MD11;17/08/2010;21.1;12.7;28;0;4.8;2352.3
MD11;18/08/2010;21.1;16.2;27.2;0;4.3;1734.8
MD11;19/08/2010;22.5;15.3;28.3;0;2.8;1301.5
MD11;20/08/2010;26.2;20;32.3;0;4.5;1838
MD11;21/08/2010;27.2;19.3;34.8;0;6.5;2651.6
MD11;22/08/2010;27.1;18.5;34;0;5.3;2148.5
MD11;23/08/2010;24.1;20.1;28;0;2.7;912.7
MD11;24/08/2010;21.9;21.7;24.6;0;4.2;1579.9
MD11;25/08/2010;23.6;14.9;31.4;0;5.6;2462.4
MD11;26/08/2010;28.3;19.1;39.1;0;6.4;1982.5
MD11;27/08/2010;25;20.9;33.3;0;7.2;1505.5
MD11;28/08/2010;21.1;18.9;25.5;0;5.6;1794.8
MD11;29/08/2010;19.6;13;26.3;0;6.1;2536.8
MD11;30/08/2010;18;13.1;22.4;0;4.7;1868.3
MD11;31/08/2010;17.7;9.1;25.5;0;4.9;2414.2
MD11;01/09/2010;20.3;13.3;28.5;0;5.5;2112.5
MD11;02/09/2010;21.3;15.6;27.6;0;3.5;1550.7
MD11;03/09/2010;22.3;15.8;27.6;0;5.1;2312.6
MD11;04/09/2010;20.7;14.6;28.3;0;3.5;1697.5
MD11;05/09/2010;22.5;11.5;30.9;0;5.4;2262.8
MD11;06/09/2010;21.3;16.3;26.8;6.5;2.3;849.5
MD11;07/09/2010;19.9;17.2;22.4;3.9;2;696.6
MD11;08/09/2010;18.2;14.7;23.3;1.6;4.3;1662.7
MD11;09/09/2010;18.4;15;21.1;0.1;3.2;1503.9
MD11;10/09/2010;18.9;15;23.6;0;3.7;1703.1
MD11;11/09/2010;19.8;10.2;27.8;0;4.3;2033.7
MD11;12/09/2010;21.1;16.8;26;0;4.2;1432.8
MD11;13/09/2010;19.4;15;24.6;0;4.4;1559.4
MD11;14/09/2010;18.6;11;25.1;0;3.5;1648.6
MD11;15/09/2010;20.2;11.6;28.1;0;4.1;1829.4
MD11;16/09/2010;16.4;15.2;17.1;4.4;1.1;378.2
MD11;17/09/2010;17.7;15.1;21.2;2.3;1.5;403.4
MD11;18/09/2010;16.6;14.1;19.6;0.2;2.9;1268.4
MD11;19/09/2010;14.2;7.7;22.1;0;3.8;2002.4
MD11;20/09/2010;17;6.9;25.8;0;4;1819.3
MD11;21/09/2010;18.8;16.3;22.2;0;1.7;578.3
MD11;22/09/2010;20.1;12.6;28.3;0;4.5;1772.6
MD11;23/09/2010;19.3;14.4;25.3;17;3.1;1460.4
MD11;24/09/2010;16.7;14.9;19.8;4.6;2.6;1070.6
MD11;25/09/2010;15.2;13.6;19.2;0;3.5;1537.3
MD11;26/09/2010;12.6;9.8;17.1;0;3.3;1740
MD11;27/09/2010;12.9;7.2;19.1;0;2.6;1373.5
MD11;28/09/2010;13.2;9.3;18.9;0;2.6;1366.5
MD11;29/09/2010;14.1;6.7;19.9;0;2.6;1552.3
MD11;30/09/2010;14;10.4;15.8;1.4;0.9;442.4
MD11;01/10/2010;15.8;8.7;21.1;0;1.5;858.8
MD11;02/10/2010;17.9;14.6;21.4;0;3.2;1016
MD11;03/10/2010;21.3;17.8;26.9;0.6;4.8;1514.8
MD11;04/10/2010;16.5;15;17.4;2.7;1.3;454.7
MD11;05/10/2010;17.1;11.1;22.9;0;3.2;1447.9
MD11;06/10/2010;19.3;16.3;24.3;0;3.8;1487.1
MD11;07/10/2010;19.3;16;24.4;0;4.1;1288.8
MD11;08/10/2010;19.9;16.2;25.2;0;3.9;1144.5
MD11;09/10/2010;19;17.6;22.5;8.4;3.4;981.9
MD11;10/10/2010;15.5;14.9;15.8;50.5;0.5;206.6
MD11;11/10/2010;15.7;14.2;18.9;0.2;1.4;490
MD11;12/10/2010;15.9;12.4;19.9;0;2.4;1096.5
MD11;13/10/2010;15.9;13.1;20.5;0;3.2;1337.3
MD11;14/10/2010;13.4;11.7;17.3;0;2.9;1401.6
MD11;15/10/2010;9.6;6.9;13.3;0.1;2;1320.1
MD11;16/10/2010;10.1;8.7;11.7;0.3;1;596.2
MD11;17/10/2010;9.5;8.3;12;0;2.4;1137.7
MD11;18/10/2010;7.1;6.1;8.9;0;1.8;1017.3
