year;trial;climate;genotype;Ptot_>20;Ptot_20-25;Ptot_>25;Ptot_25-30;Ptot_>30;Ptot_<5;P300_>20;P300_20-25;P300_>25;P300_25-30;P300_>30;P300_<5;P600_>20;P600_20-25;P600_>25;P600_25-30;P600_>30;P600_<5;P1000_>20;P1000_20-25;P1000_>25;P1000_25-30;P1000_>30;P1000_<5;Pharv_>20;Pharv_20-25;Pharv_>25;Pharv_25-30;Pharvt_>30;harvest_<5;seed_yield;seed_nb;PMG;lipids;proteins
2018;LIV18;océanique dégradé;Aviso;55;34;21;19;2;3;6;3;3;3;0;3;9;8;1;1;0;0;17;13;4;4;0;0;23;10;13;11;2;0;28.78;NA;4.44;47.47;18.61
2018;LIV18;océanique dégradé;Montego;55;34;21;19;2;3;6;3;3;3;0;2;9;8;1;1;0;2;18;14;4;4;0;0;23;10;13;11;2;0;25.52;NA;4.87;47.84;20.17
2018;LIV18;océanique dégradé;Montego;55;34;21;19;2;3;6;3;3;3;0;2;9;8;1;1;0;2;18;14;4;4;0;0;23;10;13;11;2;0;27.19;NA;4.38;47.77;19.12
2018;LOU18;océanique dégradé;Aviso;53;32;21;21;0;2;8;4;4;4;0;2;9;6;3;3;0;0;17;15;2;2;0;0;22;8;14;14;0;0;38.78;NA;NA;50.4;16.9
2018;LOU18;océanique dégradé;Aviso;53;32;21;21;0;2;8;4;4;4;0;2;9;6;3;3;0;0;17;15;2;2;0;0;22;8;14;14;0;0;43.1;NA;NA;52.2;16.7
2018;LOU18;océanique dégradé;Montego;53;32;21;21;0;2;6;4;2;2;0;2;10;7;3;3;0;0;17;15;2;2;0;0;23;9;14;14;0;0;29.72;NA;NA;49.9;19.2
2018;LOU18;océanique dégradé;Montego;53;32;21;21;0;2;6;4;2;2;0;2;10;7;3;3;0;0;17;15;2;2;0;0;23;9;14;14;0;0;30.66;NA;NA;50.4;19.1
2018;LR18;océanique;Aviso;49;33;16;15;1;5;2;2;0;0;0;4;7;5;2;2;0;1;15;13;2;2;0;0;26;14;12;11;1;0;24.27;NA;NA;NA;NA
2018;LR18;océanique;Aviso;49;33;16;15;1;5;2;2;0;0;0;4;7;5;2;2;0;1;15;13;2;2;0;0;26;14;12;11;1;0;22.51;NA;NA;NA;NA
2018;LR18;océanique;Aviso;49;33;16;15;1;5;2;2;0;0;0;4;7;5;2;2;0;1;15;13;2;2;0;0;26;14;12;11;1;0;22.35;NA;NA;NA;NA
2018;LR18;océanique;Montego;49;33;16;15;1;1;5;4;1;1;0;0;7;6;1;1;0;1;17;15;2;2;0;0;22;10;12;11;1;0;28.27;NA;NA;NA;NA
2018;LR18;océanique;Montego;49;33;16;15;1;1;5;4;1;1;0;0;7;6;1;1;0;1;17;15;2;2;0;0;22;10;12;11;1;0;26.78;NA;NA;NA;NA
2018;LR18;océanique;Montego;49;33;16;15;1;1;5;4;1;1;0;0;7;6;1;1;0;1;17;15;2;2;0;0;22;10;12;11;1;0;25.15;NA;NA;NA;NA
