1,1,40.0,34.0,6.0,4.0,2.0,3.0,10.0,10.0,0.0,0.0,3.0,14.0,13.0,1.0,1.0,0.0,10.0,8.0,2.0,2.0,0.0,7.0,4.0,3.0,1.0,2.0,40.4,95386.0,4.23,51.4,16.4
1,1,40.0,34.0,6.0,4.0,2.0,3.0,10.0,10.0,0.0,0.0,3.0,14.0,13.0,1.0,1.0,0.0,10.0,8.0,2.0,2.0,0.0,7.0,4.0,3.0,1.0,2.0,37.8,84953.0,4.45,50.8,17.9
1,1,40.0,34.0,6.0,4.0,2.0,3.0,10.0,10.0,0.0,0.0,3.0,14.0,13.0,1.0,1.0,0.0,10.0,8.0,2.0,2.0,0.0,7.0,4.0,3.0,1.0,2.0,41.0,92816.0,4.42,51.1,17.7
1,0,40.0,34.0,6.0,4.0,2.0,3.0,7.0,7.0,0.0,0.0,3.0,15.0,14.0,1.0,1.0,0.0,12.0,10.0,2.0,2.0,0.0,8.0,5.0,3.0,1.0,2.0,55.1,140813.0,3.91,51.8,17.1
1,0,40.0,34.0,6.0,4.0,2.0,3.0,7.0,7.0,0.0,0.0,3.0,15.0,14.0,1.0,1.0,0.0,12.0,10.0,2.0,2.0,0.0,8.0,5.0,3.0,1.0,2.0,39.1,96437.0,4.05,52.1,16.7
1,0,40.0,34.0,6.0,4.0,2.0,3.0,7.0,7.0,0.0,0.0,3.0,15.0,14.0,1.0,1.0,0.0,12.0,10.0,2.0,2.0,0.0,8.0,5.0,3.0,1.0,2.0,43.4,101070.0,4.29,51.7,17.4
0,1,51.0,34.0,17.0,16.0,1.0,3.0,8.0,4.0,4.0,4.0,2.0,16.0,16.0,0.0,0.0,1.0,19.0,8.0,11.0,10.0,1.0,10.0,7.0,3.0,2.0,1.0,25.6,84213.0,3.04,42.29,23.54
0,1,51.0,34.0,17.0,16.0,1.0,3.0,8.0,4.0,4.0,4.0,2.0,16.0,16.0,0.0,0.0,1.0,19.0,8.0,11.0,10.0,1.0,10.0,7.0,3.0,2.0,1.0,27.0,93070.0,2.9,41.79,23.83
0,1,51.0,34.0,17.0,16.0,1.0,3.0,8.0,4.0,4.0,4.0,2.0,16.0,16.0,0.0,0.0,1.0,19.0,8.0,11.0,10.0,1.0,10.0,7.0,3.0,2.0,1.0,28.5,113687.0,2.51,40.64,24.6
0,1,51.0,34.0,17.0,16.0,1.0,3.0,8.0,4.0,4.0,4.0,2.0,16.0,16.0,0.0,0.0,1.0,19.0,8.0,11.0,10.0,1.0,10.0,7.0,3.0,2.0,1.0,26.4,87849.0,3.0,41.96,23.17
