1.0;4.23;0
1.0;4.45;0
1.0;4.42;0
0.0;3.91;0
0.0;4.05;0
0.0;4.29;0
1.0;3.04;0
1.0;2.9;0
1.0;2.51;0
1.0;3.0;0
1.0;2.87;0
1.0;3.03;0
0.0;2.79;0
0.0;2.87;0
0.0;2.77;0
0.0;2.61;0
0.0;2.68;0
0.0;2.66;0
1.0;4.6;0
1.0;5.06;0
1.0;4.75;0
1.0;4.85;0
1.0;4.87;0
1.0;4.42;0
1.0;4.82;0
1.0;4.6;0
1.0;4.73;0
1.0;4.29;0
1.0;4.67;0
1.0;4.42;0
0.0;4.22;0
0.0;4.47;0
0.0;4.39;0
0.0;4.34;0
0.0;4.23;0
0.0;4.56;0
0.0;4.21;0
0.0;4.4;0
0.0;4.38;0
0.0;4.27;0
0.0;4.19;0
0.0;5.17;0
1.0;5.26;0
1.0;5.42;0
1.0;5.34;0
1.0;5.56;0
1.0;5.37;0
1.0;5.39;0
1.0;4.95;0
1.0;5.3;0
1.0;5.37;0
1.0;5.4;0
1.0;5.36;0
1.0;4.57;0
0.0;4.23;0
0.0;4.29;0
0.0;4.36;0
0.0;4.41;0
0.0;4.53;0
0.0;4.43;0
0.0;4.35;0
0.0;4.23;0
0.0;4.35;0
0.0;4.28;0
0.0;4.34;0
0.0;3.95;0
1.0;4.4;0
1.0;4.9;0
0.0;4.3;0
0.0;4.4;0
1.0;4.7;0
1.0;4.6;0
0.0;4.1;0
1.0;4.8;0
1.0;4.7;0
0.0;4.3;0
0.0;4.5;0
1.0;5.07;0
1.0;5.13;0
1.0;4.9;0
1.0;5.22;0
1.0;4.89;0
1.0;5.34;0
0.0;4.39;0
0.0;4.54;0
0.0;4.65;0
1.0;4.19;0
1.0;4.1;0
0.0;4.09;0
0.0;4.27;0
1.0;5.2;0
1.0;5.2;0
0.0;4.6;0
0.0;4.6;0
1.0;4.7;0
0.0;4.1;0
1.0;4.65;0
1.0;4.6;0
0.0;4.15;0
0.0;4.16;0
1.0;4.88;0
1.0;4.78;0
1.0;4.94;0
1.0;4.73;0
1.0;4.9;0
1.0;4.74;0
1.0;4.64;0
1.0;4.73;0
0.0;4.27;0
0.0;4.11;0
0.0;4.11;0
0.0;4.02;0
0.0;3.93;0
0.0;4.24;0
0.0;4.25;0
0.0;4.42;0
0.0;4.15;0
0.0;4.17;0
